country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,uid,bank_account
Kenya,2018,uniqueid_5578,Rural,Yes,3,25,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,Kenya_uniqueid_5578,No
Tanzania,2017,uniqueid_2359,Rural,Yes,3,47,Male,Head of Household,Single/Never Married,Primary education,Informally employed,Tanzania_uniqueid_2359,No
Rwanda,2016,uniqueid_2022,Rural,No,1,97,Female,Head of Household,Widowed,No formal education,Other Income,Rwanda_uniqueid_2022,No
Kenya,2018,uniqueid_5612,Urban,Yes,6,28,Female,Head of Household,Married/Living together,Primary education,Informally employed,Kenya_uniqueid_5612,No
Tanzania,2017,uniqueid_2257,Urban,No,2,34,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2257,No
Tanzania,2017,uniqueid_2771,Urban,Yes,1,25,Male,Spouse,Single/Never Married,Primary education,Remittance Dependent,Tanzania_uniqueid_2771,No
Kenya,2018,uniqueid_5336,Urban,Yes,6,26,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,Kenya_uniqueid_5336,No
Rwanda,2016,uniqueid_3479,Rural,Yes,5,60,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,Rwanda_uniqueid_3479,No
Kenya,2018,uniqueid_4142,Rural,Yes,4,40,Male,Head of Household,Married/Living together,Primary education,Informally employed,Kenya_uniqueid_4142,Yes
Rwanda,2016,uniqueid_1871,Rural,Yes,4,47,Female,Spouse,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_1871,No
Tanzania,2017,uniqueid_3957,Rural,Yes,2,31,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,Tanzania_uniqueid_3957,No
Rwanda,2016,uniqueid_6969,Rural,No,5,31,Male,Head of Household,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_6969,No
Kenya,2018,uniqueid_6017,Rural,Yes,5,30,Female,Spouse,Married/Living together,Secondary education,Self employed,Kenya_uniqueid_6017,Yes
Rwanda,2016,uniqueid_6157,Rural,Yes,8,19,Male,Child,Single/Never Married,Primary education,Informally employed,Rwanda_uniqueid_6157,No
Tanzania,2017,uniqueid_4971,Urban,No,3,50,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_4971,No
Uganda,2018,uniqueid_1737,Urban,Yes,4,25,Female,Parent,Single/Never Married,Secondary education,Self employed,Uganda_uniqueid_1737,No
Rwanda,2016,uniqueid_6882,Rural,Yes,8,37,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_6882,No
Kenya,2018,uniqueid_2252,Rural,Yes,9,46,Female,Spouse,Married/Living together,Primary education,Informally employed,Kenya_uniqueid_2252,No
Kenya,2018,uniqueid_3671,Urban,Yes,4,43,Female,Spouse,Married/Living together,Tertiary education,Formally employed Private,Kenya_uniqueid_3671,Yes
Tanzania,2017,uniqueid_4219,Rural,Yes,1,24,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,Tanzania_uniqueid_4219,No
Tanzania,2017,uniqueid_1943,Urban,Yes,1,49,Female,Head of Household,Single/Never Married,No formal education,Self employed,Tanzania_uniqueid_1943,No
Tanzania,2017,uniqueid_5486,Urban,Yes,4,53,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_5486,No
Rwanda,2016,uniqueid_7369,Urban,Yes,5,23,Female,Child,Divorced/Seperated,Secondary education,Remittance Dependent,Rwanda_uniqueid_7369,No
Uganda,2018,uniqueid_43,Urban,Yes,2,22,Female,Spouse,Married/Living together,Primary education,No Income,Uganda_uniqueid_43,No
Rwanda,2016,uniqueid_5622,Rural,Yes,5,51,Female,Spouse,Married/Living together,Secondary education,Informally employed,Rwanda_uniqueid_5622,Yes
Uganda,2018,uniqueid_89,Urban,Yes,2,30,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,Uganda_uniqueid_89,No
Tanzania,2017,uniqueid_2582,Urban,No,3,38,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2582,No
Rwanda,2016,uniqueid_8129,Rural,Yes,4,29,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,Rwanda_uniqueid_8129,No
Uganda,2018,uniqueid_571,Rural,Yes,6,30,Female,Spouse,Married/Living together,No formal education,Self employed,Uganda_uniqueid_571,No
Uganda,2018,uniqueid_1644,Urban,Yes,2,21,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Other Income,Uganda_uniqueid_1644,No
Rwanda,2016,uniqueid_6896,Rural,No,5,38,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed,Rwanda_uniqueid_6896,No
Tanzania,2017,uniqueid_2325,Urban,No,2,29,Female,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2325,No
Rwanda,2016,uniqueid_5843,Rural,No,2,46,Female,Head of Household,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_5843,No
Rwanda,2016,uniqueid_630,Rural,Yes,6,19,Female,Child,Single/Never Married,Primary education,Informally employed,Rwanda_uniqueid_630,No
Tanzania,2017,uniqueid_5645,Urban,No,1,28,Female,Spouse,Single/Never Married,Primary education,No Income,Tanzania_uniqueid_5645,No
Kenya,2018,uniqueid_6061,Urban,Yes,3,73,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Kenya_uniqueid_6061,No
Kenya,2018,uniqueid_4699,Rural,Yes,6,39,Female,Head of Household,Married/Living together,Primary education,Informally employed,Kenya_uniqueid_4699,No
Rwanda,2016,uniqueid_4683,Rural,Yes,5,30,Male,Head of Household,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_4683,No
Kenya,2018,uniqueid_3321,Rural,Yes,2,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Kenya_uniqueid_3321,No
Tanzania,2017,uniqueid_1062,Urban,No,1,65,Male,Head of Household,Married/Living together,Primary education,No Income,Tanzania_uniqueid_1062,No
Rwanda,2016,uniqueid_4397,Urban,Yes,4,25,Female,Other non-relatives,Single/Never Married,Primary education,Informally employed,Rwanda_uniqueid_4397,No
Rwanda,2016,uniqueid_6379,Rural,Yes,5,35,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_6379,No
Kenya,2018,uniqueid_4774,Urban,Yes,9,56,Male,Head of Household,Married/Living together,Primary education,Other Income,Kenya_uniqueid_4774,Yes
Rwanda,2016,uniqueid_508,Rural,Yes,4,35,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed,Rwanda_uniqueid_508,No
Tanzania,2017,uniqueid_4552,Urban,No,2,30,Female,Spouse,Single/Never Married,No formal education,No Income,Tanzania_uniqueid_4552,No
Kenya,2018,uniqueid_4710,Urban,Yes,6,60,Female,Head of Household,Single/Never Married,Primary education,Other Income,Kenya_uniqueid_4710,No
Tanzania,2017,uniqueid_2273,Urban,Yes,2,36,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2273,No
Rwanda,2016,uniqueid_7586,Rural,Yes,8,16,Female,Child,Single/Never Married,Secondary education,Informally employed,Rwanda_uniqueid_7586,No
Rwanda,2016,uniqueid_2673,Rural,Yes,6,39,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,Rwanda_uniqueid_2673,No
Tanzania,2017,uniqueid_4894,Urban,Yes,5,18,Female,Child,Divorced/Seperated,Tertiary education,Formally employed Private,Tanzania_uniqueid_4894,No
Kenya,2018,uniqueid_5786,Urban,Yes,4,28,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,Kenya_uniqueid_5786,Yes
Tanzania,2017,uniqueid_1163,Urban,Yes,1,38,Female,Head of Household,Widowed,Primary education,Remittance Dependent,Tanzania_uniqueid_1163,Yes
Rwanda,2016,uniqueid_7493,Urban,Yes,4,40,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,Rwanda_uniqueid_7493,No
Rwanda,2016,uniqueid_4203,Urban,Yes,3,23,Female,Head of Household,Single/Never Married,Primary education,Informally employed,Rwanda_uniqueid_4203,No
Tanzania,2017,uniqueid_5835,Urban,No,5,17,Female,Parent,Divorced/Seperated,Primary education,Informally employed,Tanzania_uniqueid_5835,No
Rwanda,2016,uniqueid_1158,Rural,Yes,7,30,Male,Spouse,Married/Living together,Primary education,Formally employed Private,Rwanda_uniqueid_1158,No
Kenya,2018,uniqueid_2312,Rural,Yes,3,25,Female,Head of Household,Married/Living together,Primary education,Self employed,Kenya_uniqueid_2312,No
Tanzania,2017,uniqueid_3414,Urban,Yes,3,34,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_3414,No
Rwanda,2016,uniqueid_6591,Rural,No,8,47,Female,Parent,Married/Living together,No formal education,Informally employed,Rwanda_uniqueid_6591,No
Rwanda,2016,uniqueid_2324,Urban,Yes,3,38,Male,Head of Household,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_2324,No
Uganda,2018,uniqueid_750,Urban,Yes,6,35,Female,Spouse,Married/Living together,Vocational/Specialised training,Other Income,Uganda_uniqueid_750,Yes
Rwanda,2016,uniqueid_2610,Rural,Yes,3,55,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,Rwanda_uniqueid_2610,No
Tanzania,2017,uniqueid_365,Rural,No,5,24,Female,Parent,Divorced/Seperated,Secondary education,Self employed,Tanzania_uniqueid_365,No
Rwanda,2016,uniqueid_6849,Rural,Yes,9,24,Female,Parent,Single/Never Married,Secondary education,Farming and Fishing,Rwanda_uniqueid_6849,No
Kenya,2018,uniqueid_2824,Rural,Yes,5,24,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,Kenya_uniqueid_2824,No
Kenya,2018,uniqueid_4552,Urban,Yes,2,22,Female,Other non-relatives,Single/Never Married,Secondary education,Formally employed Private,Kenya_uniqueid_4552,Yes
Kenya,2018,uniqueid_5337,Urban,Yes,3,29,Female,Head of Household,Married/Living together,Primary education,Informally employed,Kenya_uniqueid_5337,No
Rwanda,2016,uniqueid_5370,Rural,Yes,5,32,Female,Head of Household,Widowed,No formal education,Informally employed,Rwanda_uniqueid_5370,No
Rwanda,2016,uniqueid_7942,Rural,Yes,4,64,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,Rwanda_uniqueid_7942,No
Rwanda,2016,uniqueid_5286,Rural,Yes,2,45,Female,Head of Household,Single/Never Married,Secondary education,Formally employed Government,Rwanda_uniqueid_5286,Yes
Kenya,2018,uniqueid_3750,Rural,No,3,59,Male,Other relative,Widowed,Primary education,Informally employed,Kenya_uniqueid_3750,No
Rwanda,2016,uniqueid_4327,Rural,Yes,6,32,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_4327,No
Tanzania,2017,uniqueid_1730,Urban,No,2,31,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_1730,No
Tanzania,2017,uniqueid_4769,Urban,No,1,60,Male,Head of Household,Divorced/Seperated,No formal education,Self employed,Tanzania_uniqueid_4769,No
Rwanda,2016,uniqueid_3012,Rural,No,3,32,Female,Head of Household,Single/Never Married,Secondary education,Informally employed,Rwanda_uniqueid_3012,No
Kenya,2018,uniqueid_525,Rural,Yes,6,35,Female,Head of Household,Widowed,No formal education,Remittance Dependent,Kenya_uniqueid_525,No
Tanzania,2017,uniqueid_4946,Urban,Yes,1,46,Male,Head of Household,Widowed,Tertiary education,Self employed,Tanzania_uniqueid_4946,No
Rwanda,2016,uniqueid_7665,Rural,No,4,18,Female,Parent,Single/Never Married,Primary education,Remittance Dependent,Rwanda_uniqueid_7665,No
Tanzania,2017,uniqueid_6215,Urban,No,2,18,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_6215,No
Uganda,2018,uniqueid_187,Urban,Yes,5,29,Female,Head of Household,Married/Living together,No formal education,Self employed,Uganda_uniqueid_187,No
Kenya,2018,uniqueid_123,Urban,Yes,7,53,Female,Head of Household,Married/Living together,Tertiary education,Self employed,Kenya_uniqueid_123,Yes
Tanzania,2017,uniqueid_818,Urban,Yes,3,33,Male,Head of Household,Single/Never Married,Secondary education,Self employed,Tanzania_uniqueid_818,No
Rwanda,2016,uniqueid_3732,Rural,Yes,3,26,Male,Head of Household,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_3732,No
Uganda,2018,uniqueid_1132,Rural,No,4,21,Female,Spouse,Married/Living together,Primary education,No Income,Uganda_uniqueid_1132,No
Kenya,2018,uniqueid_2284,Urban,Yes,2,17,Male,Other relative,Single/Never Married,Secondary education,Other Income,Kenya_uniqueid_2284,Yes
Kenya,2018,uniqueid_2303,Rural,Yes,1,35,Female,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government,Kenya_uniqueid_2303,Yes
Rwanda,2016,uniqueid_5542,Urban,Yes,5,20,Female,Other non-relatives,Single/Never Married,Primary education,Informally employed,Rwanda_uniqueid_5542,No
Tanzania,2017,uniqueid_5646,Rural,Yes,5,19,Female,Parent,Divorced/Seperated,Secondary education,Remittance Dependent,Tanzania_uniqueid_5646,No
Rwanda,2016,uniqueid_8225,Rural,Yes,3,30,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_8225,No
Kenya,2018,uniqueid_5821,Urban,Yes,1,22,Female,Head of Household,Single/Never Married,Secondary education,Formally employed Private,Kenya_uniqueid_5821,Yes
Rwanda,2016,uniqueid_8486,Rural,Yes,4,39,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_8486,No
Tanzania,2017,uniqueid_2044,Urban,No,2,20,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,Tanzania_uniqueid_2044,No
Tanzania,2017,uniqueid_371,Urban,Yes,2,26,Male,Child,Divorced/Seperated,Primary education,Self employed,Tanzania_uniqueid_371,No
Kenya,2018,uniqueid_49,Urban,Yes,4,28,Female,Child,Married/Living together,Vocational/Specialised training,Self employed,Kenya_uniqueid_49,No
Tanzania,2017,uniqueid_209,Urban,Yes,2,22,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_209,No
Kenya,2018,uniqueid_3186,Rural,Yes,1,46,Female,Head of Household,Married/Living together,Primary education,Self employed,Kenya_uniqueid_3186,No
Rwanda,2016,uniqueid_8278,Urban,Yes,1,59,Male,Head of Household,Single/Never Married,Secondary education,Informally employed,Rwanda_uniqueid_8278,No
Tanzania,2017,uniqueid_972,Urban,No,3,16,Male,Child,Divorced/Seperated,Primary education,Informally employed,Tanzania_uniqueid_972,No
Kenya,2018,uniqueid_230,Rural,No,3,70,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,Kenya_uniqueid_230,No
Tanzania,2017,uniqueid_3345,Rural,Yes,1,27,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,Tanzania_uniqueid_3345,No
Kenya,2018,uniqueid_2825,Rural,Yes,4,40,Female,Spouse,Married/Living together,No formal education,Remittance Dependent,Kenya_uniqueid_2825,No
Rwanda,2016,uniqueid_2705,Rural,Yes,4,62,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,Rwanda_uniqueid_2705,No
Kenya,2018,uniqueid_970,Urban,Yes,3,28,Female,Spouse,Married/Living together,Secondary education,Formally employed Private,Kenya_uniqueid_970,No
Kenya,2018,uniqueid_3008,Rural,Yes,4,21,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,Kenya_uniqueid_3008,No
Uganda,2018,uniqueid_1573,Rural,No,4,95,Female,Spouse,Married/Living together,Primary education,No Income,Uganda_uniqueid_1573,No
Rwanda,2016,uniqueid_4875,Rural,Yes,7,19,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,Rwanda_uniqueid_4875,Yes
Tanzania,2017,uniqueid_3460,Urban,No,4,28,Female,Parent,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_3460,No
Tanzania,2017,uniqueid_5811,Urban,No,3,58,Female,Spouse,Single/Never Married,No formal education,Self employed,Tanzania_uniqueid_5811,No
Rwanda,2016,uniqueid_1143,Rural,Yes,3,48,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed,Rwanda_uniqueid_1143,No
Kenya,2018,uniqueid_2945,Rural,Yes,8,23,Female,Spouse,Married/Living together,No formal education,Remittance Dependent,Kenya_uniqueid_2945,No
Rwanda,2016,uniqueid_4843,Urban,Yes,7,35,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,Rwanda_uniqueid_4843,No
Tanzania,2017,uniqueid_5585,Urban,No,3,17,Male,Other relative,Divorced/Seperated,Secondary education,Self employed,Tanzania_uniqueid_5585,No
Rwanda,2016,uniqueid_7949,Rural,Yes,6,54,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,Rwanda_uniqueid_7949,No
Kenya,2018,uniqueid_4434,Urban,No,4,38,Female,Spouse,Married/Living together,Secondary education,Self employed,Kenya_uniqueid_4434,No
Uganda,2018,uniqueid_906,Urban,Yes,3,28,Male,Head of Household,Married/Living together,Secondary education,Other Income,Uganda_uniqueid_906,No
Tanzania,2017,uniqueid_3374,Urban,No,2,28,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_3374,No
Kenya,2018,uniqueid_4162,Rural,Yes,7,33,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Kenya_uniqueid_4162,No
Kenya,2018,uniqueid_3118,Urban,Yes,4,45,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,Kenya_uniqueid_3118,No
Rwanda,2016,uniqueid_5165,Urban,Yes,6,34,Female,Spouse,Married/Living together,Secondary education,Other Income,Rwanda_uniqueid_5165,Yes
Kenya,2018,uniqueid_5323,Rural,Yes,5,36,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Kenya_uniqueid_5323,No
Rwanda,2016,uniqueid_7686,Rural,Yes,7,48,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,Rwanda_uniqueid_7686,No
Tanzania,2017,uniqueid_3398,Urban,Yes,2,25,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,Tanzania_uniqueid_3398,No
Tanzania,2017,uniqueid_2833,Urban,Yes,5,28,Male,Parent,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2833,No
Kenya,2018,uniqueid_2420,Urban,Yes,3,30,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Private,Kenya_uniqueid_2420,No
Uganda,2018,uniqueid_631,Urban,Yes,4,26,Male,Other relative,Single/Never Married,Primary education,Other Income,Uganda_uniqueid_631,No
Tanzania,2017,uniqueid_5454,Urban,No,2,18,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,Tanzania_uniqueid_5454,No
